"Transect","Donor","Recipient","sample_ID","surv_to_flower","F_plant","total_fruits","closed_fruits","filled_seeds"
3,"HR_141","HR_044","2022-HR-044-G1-003-8",8,1,19,19,34
3,"HR_139","HR_127","2022-HR-127-G1-003-7",8,1,16,15,36
3,"HR_100","HR_192","2022-HR-192-G1-003-1",8,1,0,0,0
3,"HR_160","HR_079","2022-HR-079-G1-003-4",8,1,11,11,9
3,"HR_090","HR_053","2022-HR-053-G1-003-3",8,1,4,4,0
3,"HR_141","HR_184","2022-HR-184-G1-003-6",7,1,10,7,5
3,"HR_121","HR_139","2022-HR-139-G1-003-2",8,1,13,12,15
3,"HR_059","HR_166","2022-HR-166-G1-003-4",8,1,4,4,6
3,"HR_008","HR_042","2022-HR-042-G1-003-7",7,1,4,4,0
4,"HR_085","HR_107","2022-HR-107-G1-004-7",6,1,23,18,20
4,"HR_062","HR_136","2022-HR-136-G1-004-3",8,1,0,0,0
4,"HR_002","HR_071","2022-HR-071-G1-004-5",8,1,18,17,11
4,"HR_180","HR_036","2022-HR-036-G1-004-8",8,1,23,22,24
4,"HR_069","HR_108","2022-HR-108-G1-004-2",8,1,7,7,1
4,"HR_135","HR_004","2022-HR-004-G1-004-3",8,1,2,2,0
4,"HR_149","HR_007","2022-HR-007-G1-004-7",8,1,8,8,11
4,"HR_053","HR_169","2022-HR-169-G1-004-5",7,1,8,8,7
4,"HR_108","HR_175","2022-HR-175-G1-004-6",5,1,11,11,9
4,"HR_168","HR_064","2022-HR-064-G1-004-4",8,1,2,2,1
4,"HR_157","HR_085","2022-HR-085-G1-004-5",6,1,2,2,1
4,"HR_175","HR_164","2022-HR-164-G1-004-1",6,1,4,4,6
4,"HR_006","HR_146","2022-HR-146-G1-004-7",5,1,10,10,14
4,"HR_189","HR_168","2022-HR-168-G1-004-4",7,1,4,4,4
4,"HR_057","HR_147","2022-HR-147-G1-004-5",5,1,2,2,12
4,"HR_059","HR_166","2022-HR-166-G1-004-6",7,1,2,2,6
4,"HR_074","HR_070","2022-HR-070-G1-004-5",2,1,7,6,0
4,"HR_164","HR_005","2022-HR-005-G1-004-8",7,1,12,12,9
4,"HR_085","HR_035","2022-HR-035-G1-004-8",8,1,7,7,6
4,"HR_008","HR_058","2022-HR-058-G1-004-2",8,1,8,7,0
4,"HR_008","HR_012","2022-HR-012-G1-004-1",8,1,0,0,0
4,"HR_027","HR_145","2022-HR-145-G1-004-6",8,1,7,7,4
4,"HR_125","HR_034","2022-HR-034-G1-004-7",8,1,3,3,6
4,"HR_090","HR_053","2022-HR-053-G1-004-7",7,1,6,5,1
4,"HR_135","HR_083","2022-HR-083-G1-004-4",7,1,5,5,1
4,"HR_141","HR_184","2022-HR-184-G1-004-8",8,1,6,6,6
4,"HR_008","HR_042","2022-HR-042-G1-004-8",6,1,11,11,1
4,"HR_088","HR_067","2022-HR-067-G1-004-3",8,1,13,13,0
4,"HR_069","HR_156","2022-HR-156-G1-004-6",8,1,10,10,7
4,"HR_147","HR_118","2022-HR-118-G1-004-1",7,1,5,5,3
4,"HR_100","HR_192","2022-HR-192-G1-004-6",7,1,3,2,0
4,"HR_121","HR_139","2022-HR-139-G1-004-6",8,1,11,10,4
4,"HR_066","HR_078","2022-HR-078-G1-004-5",6,1,8,8,12
4,"HR_034","HR_017","2022-HR-017-G1-004-3",8,1,15,15,4
4,"HR_059","HR_011","2022-HR-011-G1-004-4",8,1,9,9,11
4,"HR_090","HR_126","2022-HR-126-G1-004-8",8,1,33,29,16
4,"HR_034","HR_080","2022-HR-080-G1-004-5",7,1,6,5,1
4,"HR_147","HR_150","2022-HR-150-G1-004-5",8,1,19,16,8
4,"HR_131","HR_049","2022-HR-049-G1-004-4",8,1,14,14,8
4,"HR_133","HR_158","2022-HR-158-G1-004-7",8,1,10,8,3
4,"HR_175","HR_196","2022-HR-196-G1-004-1",8,1,10,10,15
4,"HR_070","HR_061","2022-HR-061-G1-004-3",7,1,0,0,0
4,"HR_005","HR_040","2022-HR-040-G1-004-5",6,1,17,17,14
4,"HR_110","HR_039","2022-HR-039-G1-004-6",7,1,32,30,20
4,"HR_121","HR_141","2022-HR-141-G1-004-4",8,1,9,9,5
4,"HR_156","HR_193","2022-HR-193-G1-004-3",7,1,16,16,15
5,"HR_148","HR_050","2022-HR-050-G1-005-6",5,1,53,48,62
5,"HR_155","HR_047","2022-HR-047-G1-005-5",8,1,2,2,7
5,"HR_090","HR_103","2022-HR-103-G1-005-8",8,1,25,23,62
5,"HR_200","HR_153","2022-HR-153-G1-005-1",8,1,0,0,0
5,"HR_196","HR_170","2022-HR-170-G1-005-4",7,1,11,10,12
5,"HR_139","HR_127","2022-HR-127-G1-005-1",6,1,14,14,42
5,"HR_135","HR_152","2022-HR-152-G1-005-7",8,1,0,0,0
5,"HR_148","HR_109","2022-HR-109-G1-005-8",8,1,1,1,0
5,"HR_195","HR_181","2022-HR-181-G1-005-6",7,1,15,15,16
5,"HR_057","HR_110","2022-HR-110-G1-005-4",8,1,8,8,29
5,"HR_085","HR_176","2022-HR-176-G1-005-6",8,1,9,9,15
5,"HR_066","HR_087","2022-HR-087-G1-005-3",7,1,5,5,4
5,"HR_171","HR_073","2022-HR-073-G1-005-5",8,1,18,16,24
