"Transect","Donor","Recipient","sample_ID","surv_to_flower","F_plant","total_fruits","closed_fruits","filled_seeds"
12,"BO_032","BO_132","2022-BO-132-G1-012-4",4,1,4,4,20
12,"BO_065","BO_014","2022-BO-014-G1-012-4",2,1,1,1,0
12,"BO_163","BO_144","2022-BO-144-G1-012-2",4,1,2,2,4
12,"BO_029","BO_190","2022-BO-190-G1-012-1",3,1,2,2,7
12,"BO_040","BO_029","2022-BO-029-G1-012-2",5,1,6,1,1
9,"BO_013","BO_053","2022-BO-053-G1-009-7",4,1,0,0,0
9,"BO_183","BO_116","2022-BO-116-G1-009-3",3,1,1,0,0
9,"BO_149","BO_106","2022-BO-106-G1-009-6",3,1,3,1,2
9,"BO_032","BO_088","2022-BO-088-G1-009-5",4,1,1,1,0
9,"BO_194","BO_125","2022-BO-125-G1-009-8",5,1,6,4,3
9,"BO_022","BO_146","2022-BO-146-G1-009-5",3,1,5,2,1
9,"BO_073","BO_070","2022-BO-070-G1-009-4",5,1,4,2,3
9,"BO_058","BO_123","2022-BO-123-G1-009-7",5,1,6,3,10
9,"BO_058","BO_094","2022-BO-094-G1-009-6",5,1,2,2,2
9,"BO_163","BO_072","2022-BO-072-G1-009-3",3,1,4,3,1
9,"BO_039","BO_102","2022-BO-102-G1-009-1",3,1,4,1,0
9,"BO_033","BO_143","2022-BO-143-G1-009-3",6,1,0,0,0
9,"BO_130","BO_174","2022-BO-174-G1-009-3",4,1,2,0,0
9,"BO_109","BO_095","2022-BO-095-G1-009-6",4,1,6,5,7
9,"BO_201","BO_199","2022-BO-199-G1-009-7",4,1,3,0,0
9,"BO_163","BO_034","2022-BO-034-G1-009-7",4,1,9,3,2
9,"BO_188","BO_154","2022-BO-154-G1-009-2",5,1,12,5,7
9,"BO_151","BO_148","2022-BO-148-G1-009-8",2,1,1,0,0
9,"BO_101","BO_024","2022-BO-024-G1-009-3",5,1,4,3,2
9,"BO_029","BO_090","2022-BO-090-G1-009-2",2,1,1,0,0
9,"BO_143","BO_004","2022-BO-004-G1-009-3",2,1,2,2,2
9,"BO_168","BO_155","2022-BO-155-G1-009-6",2,1,6,2,0
9,"BO_187","BO_135","2022-BO-135-G1-009-7",3,1,0,0,0
9,"BO_106","BO_131","2022-BO-131-G1-009-8",5,1,3,2,3
9,"BO_033","BO_124","2022-BO-124-G1-009-2",1,1,4,2,4
9,"BO_192","BO_021","2022-BO-021-G1-009-2",3,1,6,0,0
9,"BO_198","BO_158","2022-BO-158-G1-009-3",0,0,0,0,0
9,"BO_074","BO_047","2022-BO-047-G1-009-7",0,0,0,0,0
9,"BO_005","BO_019","2022-BO-019-G1-009-7",0,0,0,0,0
